id,name,shortDescription,categories,tier,locationLon,locationLat,tags,xps,Visits,Likes,Dislikes,Bookmarks,main_image_path
fcea4bd6-4778-4819-be83-f4267a39b98c,Plaza del Emperador Carlos V,"Dedicada al legado del emperador Carlos V; punto de llegada, punto de partida...","['Arquitectura', 'Historia']",2,-3.692685351649598,40.40811484380652,[],250,10009,19815,244,7380,data_main/fcea4bd6-4778-4819-be83-f4267a39b98c/main.jpg
a8933578-2478-430e-a6ed-7d936fddee5c,La Residencia de Señoritas,"La Residencia de Señoritas, fundada en 1915 por María de Maeztu en Madrid, fue el primer centro en España dedicado a la educación universitaria femenina.","['Cultura', 'Ciencia']",1,-3.690636205587448,40.43485236470845,[],500,10009,8694,103,2840,data_main/a8933578-2478-430e-a6ed-7d936fddee5c/main.jpg
5dfc63e2-189f-41c0-bf22-cc57c3af7a61,Baró,"Fundada per María Baró a São Paulo el 1999, és un referent de l'art internacional al Brasil i ha portat l'art llatinoamericà per tots els racons del planeta. ","['Escultura', 'Pintura']",1,2.652897544181575,39.57016031648573,[],500,10009,228,3229,95,data_main/5dfc63e2-189f-41c0-bf22-cc57c3af7a61/main.jpg
16fa4d31-9633-4a10-affb-3fd1a247a9ba,Escudo de los Caballeros de la Orden de Malta,Un misterioso vestigio de una orden de cruzados en pleno Malasaña.,"['Arquitectura', 'Historia']",3,-3.70286847944282,40.423151752879534,[],100,10003,8149,73,2458,data_main/16fa4d31-9633-4a10-affb-3fd1a247a9ba/main.jpg
b0614eca-8621-44ca-8f8e-6b9eeb9ece35,Puerta del Sol,"La Puerta del Sol, epicentro de la cultura madrileña, guarda en sus rincones la historia  de Las Sinsombrero, mujeres pioneras de la Generación del 27 que desafiaron normas sociales y culturales.","['Cultura', 'Patrimonio']",1,-3.703374110735152,40.416923224923565,[],500,10016,687,2755,144,data_main/b0614eca-8621-44ca-8f8e-6b9eeb9ece35/main.jpg
b18f3265-8773-47f7-bad7-4ab161098cb5,Cafe Gijón,"El Café Gijón, emblemático lugar de encuentro cultural en Madrid, fue un importante núcleo para las Sinsombrero, destacadas figuras del movimiento feminista español.",['Cultura'],1,-3.692296820498533,40.4222967767356,[],500,10012,823,2644,85,data_main/b18f3265-8773-47f7-bad7-4ab161098cb5/main.jpg
5f03487a-4aed-4383-aa9c-da80ba8fd66c,L21 Gallery,"L21 Gallery, fundada por Óscar Florit en Palma de Mallorca en 2012, ha evolucionado constantemente. Representa a artistas emergentes y experimenta con nuevos formatos expositivos.","['Escultura', 'Pintura']",1,2.6540652423273694,39.5777234875653,[],500,10012,376,3892,110,data_main/5f03487a-4aed-4383-aa9c-da80ba8fd66c/main.jpg
67a5b881-08d3-4ebf-8bb5-01bee12dd6e9,Kewenig,"Fundada en 1986, Kewenig se ha convertido en una galería internacional que opera espacios en Berlín y Palma de Mallorca.","['Escultura', 'Pintura']",1,2.645645786508946,39.57059931528129,[],500,10021,365,3646,104,data_main/67a5b881-08d3-4ebf-8bb5-01bee12dd6e9/main.jpg
6d63cdf0-8557-4344-973f-f4c2ecda3726,LA BIBI,LA BIBI es una galería de arte contemporáneo dedicada a exhibir arte contemporáneo en una variedad de medios y géneros y a la representación de sus artistas,"['Pintura', 'Escultura']",1,2.62568225767263,39.6183812969093,[],500,10015,457,3180,79,data_main/6d63cdf0-8557-4344-973f-f4c2ecda3726/main.jpg
7fa61bb5-f855-425f-9a1c-dc39b839414c,Plazuela de las Sinsombrero,"La Plazuela de las Sinsombrero, ubicada en el barrio de Las Letras en Madrid, es un homenaje a las mujeres de la Generación del 27 que desafiaron las convenciones sociales de su época.","['Patrimonio', 'Historia']",1,-3.693968445857009,40.41161939524076,[],500,10018,748,3180,124,data_main/7fa61bb5-f855-425f-9a1c-dc39b839414c/main.jpg
996c5dc1-3e79-4d7c-b051-42e7aee5ea55,Real Academia de Bellas Artes de San Fernando,"La Real Academia de Bellas Artes de San Fernando, cuna del arte y la creatividad, fue un espacio crucial en la formación y evolución de las Sinsombrero, mujeres que redefinieron el arte.","['Escultura', 'Pintura', 'Historia']",1,-3.700620160156406,40.41767665200611,[],500,10028,422,3514,98,data_main/996c5dc1-3e79-4d7c-b051-42e7aee5ea55/main.jpg
fb2849b3-91c7-45ae-b6c6-b01096b8bacc,Ateneo de Madrid,"El Ateneo de Madrid, un epicentro de la vida intelectual y política española, fue también el escenario donde Clara Campoamor defendió con vehemencia el derecho al voto femenino en 1931.","['Cultura', 'Historia']",1,-3.698232260828004,40.41507846711226,[],500,10015,633,2823,140,data_main/fb2849b3-91c7-45ae-b6c6-b01096b8bacc/main.jpg
267c79f0-8baa-4370-a4ff-f5e140dc0175,Restaurante Los Galayos,"Restaurante histórico en la Plaza Mayor de Madrid, conocido por su cocina tradicional y ambiente castizo, ha sido testigo de eventos culturales y literarios desde 1894.","['Cultura', 'Patrimonio', 'Gastronomía']",2,-3.706712724523014,40.41490570853582,[],500,10011,927,2831,91,data_main/267c79f0-8baa-4370-a4ff-f5e140dc0175/main.jpg
7729a395-1411-47ee-9303-5f916d0b3a58,Plaza de Santa Ana,"La Plaza de Santa Ana, testigo silente de la creatividad y rebeldía de las Sinsombrero, se erige como un rincón emblemático para comprender el legado de las mujeres de la Generación del 27.","['Patrimonio', 'Historia']",2,-3.700777828148993,40.41470378806359,[],500,10011,872,3251,103,data_main/7729a395-1411-47ee-9303-5f916d0b3a58/main.jpg
e8cff95b-b4dd-46fd-82cc-800966e4b575,Teatro de la Zarzuela,"El Teatro de la Zarzuela, emblema cultural de Madrid, ha sido desde 1856 un escenario clave para la ópera española y testigo del talento de María Guerrero.",[],2,-3.6968895379020585,40.417202478712696,[],500,10011,3057,1242,624,data_main/e8cff95b-b4dd-46fd-82cc-800966e4b575/main.jpg
3a3a22de-2cbc-4091-b0a8-c6c2031499d8,Pelaires,"El objetivo de Pelaires es acoger el trabajo de artistas que, con lenguajes y propuestas estéticas diversas, reflejan rigurosamente la complejidad y multiplicidad de la escena artística actual.","['Pintura', 'Escultura']",1,2.648301,39.57022713516886,[],500,10019,491,3061,76,data_main/3a3a22de-2cbc-4091-b0a8-c6c2031499d8/main.jpg
4b290ed0-94a4-40f1-9b5c-e11c1a4bc950,Teatro María Guerrero,"El Teatro María Guerrero, situado en Madrid, es un emblema del teatro español y sede del Centro Dramático Nacional.",[],1,-3.692991948393455,40.42288442710718,[],500,10015,760,3022,133,data_main/4b290ed0-94a4-40f1-9b5c-e11c1a4bc950/main.jpg
3d01e06b-3d86-4122-a8a2-100b48bcd819,CCA Andratx,Centro cultural de 4.000 m2 con aspecto de claustro que invita a disfrutar del arte contemporáneo. ,"['Pintura', 'Escultura']",1,2.432810928836316,39.58116661730608,[],500,10004,249,3813,66,data_main/3d01e06b-3d86-4122-a8a2-100b48bcd819/main.jpg
23cc2b95-1286-4026-9e4f-94b8063fe74c,Lyceum Club Femenino,"El Lyceum Club Femenino en Madrid fue un faro de progreso, fundado en 1926 por intelectuales de las Sinsombrero, promoviendo la igualdad cultural y social.",['Cultura'],1,-3.696484115423368,40.4201444167358,[],500,10020,2675,994,481,data_main/23cc2b95-1286-4026-9e4f-94b8063fe74c/main.jpg
cebfb2f6-457e-4a89-a375-f1cfd0bfd706,Casa de María Lejárraga,"Casa histórica en Manuela Malasaña 18, Madrid, donde vivió María Lejárraga, destacada escritora y feminista española.",['Cultura'],2,-3.704401634553189,40.42881251006362,[],250,10019,777,2957,136,data_main/cebfb2f6-457e-4a89-a375-f1cfd0bfd706/main.jpg
8a3b45ac-d2bc-4e97-8101-d5af4b40613c,Hamburguesería Don Oso,"Don Oso, inaugurada en 1973, es un emblema madrileño de las hamburguesas tradicionales. Ha mantenido su esencia durante décadas, y varios miembros del equipo de Artgonuts disfrutan de su toque clásico, económico y auténtico. ",['Gastronomía'],3,-3.716333872451296,40.43662175371232,['s.XX'],100,10008,635,3130,94,data_main/8a3b45ac-d2bc-4e97-8101-d5af4b40613c/main.jpg
029ecec3-11c4-49ce-b3c0-0ba911578f80,Templo de Debod,"Fascinante, ¿qué hace aquí un antiguo templo egipcio? La historia se fusiona con la modernidad, transportando a los visitantes al corazón de la civilización faraónica.","['Arquitectura', 'Historia', 'Patrimonio']",1,-3.7168897187354406,40.42427471312992,[],500,10005,2346,938,453,data_main/029ecec3-11c4-49ce-b3c0-0ba911578f80/main.jpg
7fb64e72-feef-40df-a45f-628c01cfa3fa,Parroquia y Ermita de San Antonio de la Florida,"Dos capillas idénticas resguardan una de las joyas del arte madrileño: los frescos de Goya. También parte de sus restos, pero esa historia es complicada. ","['Arquitectura', 'Patrimonio']",1,-3.725701167413256,40.42557145682966,[],500,10028,2345,988,615,data_main/7fb64e72-feef-40df-a45f-628c01cfa3fa/main.jpg
4fb2888e-d7cb-4778-bee3-66eca304d17c,Plaza de las Comendadoras,"La Plaza de las Comendadoras es un enclave histórico en Madrid, reflejo del poder y la influencia de las mujeres en la historia de la ciudad, siendo epicentro del legado femenino.",['Historia'],1,-3.708914102505888,40.42726184114275,[],500,10013,8139,122,2655,data_main/4fb2888e-d7cb-4778-bee3-66eca304d17c/main.jpg
d93ed9c7-1af5-4054-b518-5fd5f9575ffc,Casa-Museo Lope de Vega,"La Casa Museo Lope de Vega en Madrid, hogar del célebre dramaturgo, es también el lugar donde vivió Marta de Nevares, una figura clave en su vida y en la historia literaria de la ciudad.",['Historia'],2,-3.69745898626623,40.41436418644403,[],250,10011,2687,1027,689,data_main/d93ed9c7-1af5-4054-b518-5fd5f9575ffc/main.jpg
49c017f9-a6c1-4396-aaf4-f19fd78eff6c,Palacio Real,"El Palacio Real de Madrid, previamente el Alcázar, fue el hogar de las Reinas y las mujeres más poderosas de la historia de España. ","['Patrimonio', 'Historia']",1,-3.7132442586370416,40.41841400008785,[],500,10012,785,2841,105,data_main/49c017f9-a6c1-4396-aaf4-f19fd78eff6c/main.jpg
2d66a7af-2e64-4123-aaab-f6b33d4b2b12,Real Monasterio de la Encarnación,"El Convento de la Encarnación en Madrid, fundado por Margarita de Austria, es un símbolo del papel fundamental de las mujeres en la historia religiosa y cultural de la ciudad.","['Patrimonio', 'Historia']",1,-3.711410915322295,40.41990136414567,[],250,10009,990,2564,152,data_main/2d66a7af-2e64-4123-aaab-f6b33d4b2b12/main.jpg
045d3b2e-4dd5-4da1-a294-ea9ee22f64e4,Monumento a la Constitución Española de 1978,"El Monumento a la Constitución Española, conocido como ""El Cubo"", es una obra escultórica ubicada en Madrid que rinde homenaje a la Constitución de 1978.","['Escultura', 'Historia', 'Patrimonio']",2,-3.690812349242732,40.4409458682937,[],250,10011,323,8778,366,data_main/045d3b2e-4dd5-4da1-a294-ea9ee22f64e4/main.jpg
0e6c3e28-ba7f-4111-bbff-1e05cd8c51c7,Embajada de México,Antiguo Palacete de los condes de Almaraz. Construido por Antonio Palacios y Joaquín Otamendi. Es sede de la embajada de México en España.,"['Historia', 'Arquitectura']",3,-3.688248806283227,40.43818164141852,[],100,10012,8907,119,2304,data_main/0e6c3e28-ba7f-4111-bbff-1e05cd8c51c7/main.jpg
0cf31f9f-b731-4e80-a237-37c74bc5a5af,Aba Art Lab,"ABA ART LAB es una empresa de arte contemporáneo, dedicada al comisariado, la exposición y la producción de arte, que desarrolla su labor a nivel nacional e internacional.","['Escultura', 'Pintura']",1,2.6425605423273697,39.571221882112894,[],500,10014,183,3020,51,data_main/0cf31f9f-b731-4e80-a237-37c74bc5a5af/main.jpg
1a44e3f9-32fb-4298-b4bf-3fde5aef6515,Monumento a Indalecio Prieto,"El Monumento a Indalecio Prieto en Nuevos Ministerios, Madrid, es una imponente estatua de bronce, obra del artista Pablo Serrano.","['Arquitectura', 'Escultura', 'Historia']",2,-3.692252458976549,40.44178255079099,[],250,10015,345,3936,68,data_main/1a44e3f9-32fb-4298-b4bf-3fde5aef6515/main.jpg
791798a0-f9a8-43de-963d-6b8a5fb18382,"""El Gran Canal desde San Vio, Venecia"",  hacia 1723-1724, Giovanni Antonio Canal (Canaletto)","“El Gran Canal desde San Vio” es una obra maestra de Canaletto que captura la serenidad de Venecia en el siglo XVIII. Con detalles minuciosos y una técnica de perspectiva magistral, la pintura invita a descubrir el alma de la ciudad flotante.",['Pintura'],1,-3.69482106045916,40.4160556885308,"['Canaletto', 'paisaje', 'vedutismo', 's.XVIII', 'Cuadro', 'Venecia']",500,10009,8124,56,2376,data_main/791798a0-f9a8-43de-963d-6b8a5fb18382/main.jpg
1ca96c4f-979d-40ac-954a-ccce6bc97b96,Glorieta de Cuatro Caminos,"1, 2, 3, 4... ¡Eh, esto tiene más de 4!",['Arquitectura'],2,-3.703947963671705,40.44691311062749,[],250,10030,2688,1066,394,data_main/1ca96c4f-979d-40ac-954a-ccce6bc97b96/main.jpg
1fa35fff-ceb1-4431-a7f8-2281a5935de5,Wish Tree de Yoko Ono,"Obra de la artista Yoko Ono, en exposición en los jardines del Museo Lázaro Galdiano.","['Naturaleza', 'Cultura']",2,-3.685772040600217,40.4371756776237,[],250,10005,3246,1433,730,data_main/1fa35fff-ceb1-4431-a7f8-2281a5935de5/main.jpg
246ebc49-da81-470c-b297-39ae98a5cad2,Sala Canal de Isabel II,Un espacio artístico único en un antiguo depósito de agua en Madrid.,"['Arquitectura', 'Cultura']",2,-3.701204270475088,40.43953377311488,[],250,10017,3283,1756,685,data_main/246ebc49-da81-470c-b297-39ae98a5cad2/main.jpg
2db4f2d8-77b3-473b-95b5-60cbb4266d48,Pairón de la Virgen del Pilar,"El Pairón de la Virgen del Pilar, localizado en el cruce de las calles Juan Bravo y General Pardiñas en Madrid, es un homenaje a una de las figuras más veneradas del catolicismo español.",['Escultura'],3,-3.677930920125456,40.43241121926169,[],100,10004,415,3533,74,data_main/2db4f2d8-77b3-473b-95b5-60cbb4266d48/main.jpg
2ab0d4c0-b264-4bfe-bdee-2e380cd3fe91,"""Metrópolis"", 1916-1917, George Grosz","""Metrópolis"" de George Grosz, una obra impactante de 1916-1917, retrata una Berlín caótica y deshumanizada durante la Primera Guerra Mundial. Un alegato sombrío contra la alienación urbana y el horror de la guerra.",['Pintura'],1,-3.6951187818155873,40.41627549052191,"['s.XX', 'Primera Guerra Mundial ', 'expresionismo', 'paisaje', 'Cuadro']",500,10018,2478,952,649,data_main/2ab0d4c0-b264-4bfe-bdee-2e380cd3fe91/main.jpg
2ff5bb1c-bca3-43e8-8f9d-9475cda95a32,Catedral de la Almudena,"La Catedral de la Almudena, ícono del Madrid palaciego, fusiona estilos arquitectónicos en un templo que tardó más de un siglo en completarse.","['Historia', 'Arquitectura', 'Patrimonio']",1,-3.714421555250647,40.41625658223311,[],750,10011,2292,5660,396,data_main/2ff5bb1c-bca3-43e8-8f9d-9475cda95a32/main.jpg
cda2f474-66e6-4b1b-a2d7-c241f23de228,Plaza de San Juan de la Cruz,"Plaza dedicada al místico poeta y santo español San Juan de la Cruz, situada en el Paseo de la Castellana.","['Cultura', 'Patrimonio', 'Historia', 'Naturaleza']",3,-3.692765336002208,40.44106535372418,[],100,10011,549,2824,169,data_main/cda2f474-66e6-4b1b-a2d7-c241f23de228/main.jpg
5aefdb13-8cef-4609-b2ca-3adeea844a53,Pep Llabrés,"La galería se centra en lenguajes abstractos y geométricos. Sus artistas exploran el espacio de forma orgánica y constructivista, incluyendo figuración y abstracción.","['Pintura', 'Escultura']",1,2.647804034398933,39.57342136875768,[],500,10012,407,3512,141,data_main/5aefdb13-8cef-4609-b2ca-3adeea844a53/main.jpg
33d0c64a-59ac-4094-a003-92946f73fabc,Iglesia de la Anunciación,"Fundada en 1565 por la Compañía de Jesús, esta iglesia en la Plaza de la Encarnación está cargada de historia. Es Bien de Interés Cultural.","['Arquitectura', 'Historia']",2,-5.99247034660563,37.3927339780288,[],250,10013,7988,85,2862,data_main/33d0c64a-59ac-4094-a003-92946f73fabc/main.jpg
d09523f4-f113-435f-9f0f-74d6b20b0aca,Mercado de la Encarnación,"Demolido en 1973, resurge después de 37 años en el 2010 en el marco de la renovación de toda la plaza. Antiguo mercado de abastos, y actual centro gastronómico de Sevilla.",['Historia'],2,-5.9917265327672,37.3928984091089,[],250,10007,2582,926,564,data_main/d09523f4-f113-435f-9f0f-74d6b20b0aca/main.jpg
ada425ce-fa30-4d62-abf1-ea968232fea9,"""Quappi con suéter rosa"", 1932 - 1934, Max Beckmann","""Quappi con jersey rosa"" de Max Beckmann es un retrato íntimo y psicológico de su esposa, Quappi, que captura la tensión de la Alemania de los años 30, reflejando los cambios sociales y personales del artista.",['Pintura'],1,-3.694824529686046,40.4160310259887,"['Cuadro', 's.XX']",500,10011,2727,1859,572,data_main/ada425ce-fa30-4d62-abf1-ea968232fea9/main.jpg
41d45862-486d-4c61-9b70-e07189f793b7,Galería Fermay,"Una galería joven y dinámica fundada por Antoni Ferrer en 2022 dedicada a la promoción, exposición y venta de arte contemporáneo. Ocupa un antiguo espacio industrial en el barrio de Blanquerna, Palma.","['Pintura', 'Escultura']",1,2.648657113491053,39.58101611071377,[],500,10007,122,3586,135,data_main/41d45862-486d-4c61-9b70-e07189f793b7/main.jpg
77d02f80-bee7-474e-8359-66b5096ee625,"""Retrato de George Dyer en un espejo"", 1968, Francis Bacon","""Retrato de George Dyer en un espejo"" de Francis Bacon es una confrontación perturbadora con la condición humana. Distorsión y dualidad revelan la lucha interna de un hombre atrapado en su propio reflejo.",['Pintura'],1,-3.6947858475876383,40.41613621265231,"['s.XX', 'Cuadro']",500,10011,8465,97,2445,data_main/77d02f80-bee7-474e-8359-66b5096ee625/main.jpg
3544ae90-061f-48a4-a021-42cd78336a3e,Museo Lázaro Galdiano,"Fundado por el coleccionista y editor José Lázaro Galdiano., ubicado en un palacete en la calle Serrano, Madrid, es un museo estatal de origen privado que alberga una notable colección de arte.","['Pintura', 'Escultura', 'Historia']",1,-3.68573108657129,40.43691356750085,[],500,10011,616,7946,183,data_main/3544ae90-061f-48a4-a021-42cd78336a3e/main.jpg
087cd8b5-a7b9-4dfe-8ecf-8c24758cf3e9,"""Retrato de Giovanna degli Albizzi Tornabuoni"", 1489 - 1490, Domenico Ghirlandaio (Domenico Bigordi)","El retrato de Giovanna Tornabuoni es una obra maestra del Quattrocento florentino, pintada por Domenico Ghirlandaio. Evoca la belleza idealizada de la joven aristócrata, fusionando su perfil perfecto con símbolos de devoción y poder.",['Pintura'],1,-3.694763739726428,40.41595949991231,['Cuadro'],750,10014,395,3046,162,data_main/087cd8b5-a7b9-4dfe-8ecf-8c24758cf3e9/main.jpg
380cc6d0-f50e-4f29-a8f2-e1a26381df4e,El Balcón de las Setas,Terraza con vistas a la ciudad de Sevilla.,['Gastronomía'],3,-5.99159881450664,37.3931048525138,[],100,10008,2167,1382,418,data_main/380cc6d0-f50e-4f29-a8f2-e1a26381df4e/main.jpg
b608b232-5447-4251-85fa-1216596bf31b,Palacio Real de Madrid,"El majestuoso Palacio Real de Madrid, construido sobre las ruinas del antiguo Alcázar, es un testimonio de poder y arte. Hogar de monarcas, incendios y leyendas, sigue cautivando con su grandeza barroca.","['Patrimonio', 'Arquitectura']",1,-3.7142981757389273,40.41774127037653,[],500,10007,2939,1141,752,data_main/b608b232-5447-4251-85fa-1216596bf31b/main.jpg
38fabb43-8757-4489-88cc-1076a7011174,Hospital de Maudes u Hospital de Jornaleros de San Francisco de Paula,Un santuario de piedra y ladrillo que guarda las historias de aquellos que construyeron la ciudad. Es un monumento arquitectónico al esfuerzo de la clase trabajadora.,"['Arquitectura', 'Historia']",2,-3.7010635097518216,40.44647581404366,[],250,10006,3014,1295,556,data_main/38fabb43-8757-4489-88cc-1076a7011174/main.jpg
3def2bc5-348b-4d15-b494-ee5a16b0dd72,Leguario de Nuevos Ministerios,A León... ¿3 Leguas?,['Patrimonio'],3,-3.693549981934216,40.44553962902185,[],100,10007,8372,55,2597,data_main/3def2bc5-348b-4d15-b494-ee5a16b0dd72/main.jpg
572ba9bf-663e-44df-9d63-611f290893fd,Matadero Madrid,"Antiguo matadero, actual zona extra-viva de la ciudad. Multiusos, multiexperiencias, multicultural.","['Arquitectura', 'Cultura']",1,-3.697805082819389,40.392292737187496,[],500,10011,744,2599,115,data_main/572ba9bf-663e-44df-9d63-611f290893fd/main.jpg
bff7d516-fab8-4102-b460-fa23f7816241,Plaza Mayor,"La Plaza Mayor de Madrid, corazón histórico y cultural de la capital, es un monumental cuadrado de estilo barroco, escenario de mercados, celebraciones y ejecuciones públicas durante siglos.","['Arquitectura', 'Patrimonio']",1,-3.707021235828549,40.41545867324677,[],500,10014,8347,145,2662,data_main/bff7d516-fab8-4102-b460-fa23f7816241/main.jpg
5b0fbc09-5568-4c37-a612-bb2e42238abc,Plaza de Colón,"La Plaza de Colón en Madrid: un cruce de caminos históricos, con su monumental bandera, homenajes a Colón y Lezo, y las icónicas Torres de Colón.","['Arquitectura', 'Patrimonio']",1,-3.691122886976256,40.425366531018334,[],500,10018,19073,152,6581,data_main/5b0fbc09-5568-4c37-a612-bb2e42238abc/main.jpg
54d9d3f4-630b-4800-ac25-2d4d131f91e2,Galería Maior,"La Galería Maior se funda en Pollença en 1990. Desde entonces ha llevado a cabo una importante labor en la promoción del arte contemporáneo. Representa tanto a artistas emergentes como consagrados, y trabaja con nuevos medios para crear formas innovadoras de explorar, interpretar y visualizar nuevos lenguajes y experiencias artísticas.","['Escultura', 'Pintura']",1,3.0061319480794984,39.90244033297389,[],500,10005,285,3389,66,data_main/54d9d3f4-630b-4800-ac25-2d4d131f91e2/main.jpg
5b1d7171-ebf5-4017-afbe-2b740b0c49fe,"Antigua venta ""El Ventorro""",Antigua posta en la carretera que iba a los pantanos.,['Historia'],3,-3.9931478912468137,40.39607600807622,[],100,10018,8536,110,2865,data_main/5b1d7171-ebf5-4017-afbe-2b740b0c49fe/main.jpg
64a7b51c-5bc3-4a7d-9f45-72ff0f80d9ff,Plaza del Biombo,"Plaza del s.XVII en la calle Biombo, detrás de la Iglesia de San Nicolás.",['Historia'],3,-3.71137575759853,40.4160017137785,[],100,10016,26425,264,5671,data_main/64a7b51c-5bc3-4a7d-9f45-72ff0f80d9ff/main.jpg
6a0da2e1-d05f-48e4-af8c-ff9cb2ad440e,Glorieta de Emilio Castelar,"Homenaje a Emilio Castelar, destacado político y orador español.","['Patrimonio', 'Historia', 'Escultura']",2,-3.688398035603496,40.43523463888451,[],250,10018,455,3577,141,data_main/6a0da2e1-d05f-48e4-af8c-ff9cb2ad440e/main.jpg
730a3755-3a1d-4ad4-b459-21757d161f16,Museo Nacional de Ciencias Naturales.,"El Museo Nacional de Ciencias Naturales de Madrid, fundado en 1771, es un centro emblemático dedicado a la biodiversidad, evolución y geología.","['Naturaleza', 'Ciencia']",1,-3.6902797921587247,40.440666389582496,[],500,10006,8554,119,2430,data_main/730a3755-3a1d-4ad4-b459-21757d161f16/main.jpg
6861fb13-c180-4d8a-a012-a1082ac240ae,Xavier Fiol,"La Galería Xavier Fiol, fundada en 1989, centra su actividad en la promoción de las nuevas tendencias del arte contemporáneo. ","['Pintura', 'Escultura']",1,2.6480262581489376,39.5737622621947,[],500,10012,267,3009,56,data_main/6861fb13-c180-4d8a-a012-a1082ac240ae/main.jpg
749a7df6-6b1f-499a-841d-5c0b155ff4be,Plaza de Rubén Darío,Un tributo al príncipe de las letras castellanas en una encrucijada de arte y naturaleza.,"['Arquitectura', 'Escultura', 'Cultura']",3,-3.691556744231419,40.4331194525775,[],100,10017,144,3360,106,data_main/749a7df6-6b1f-499a-841d-5c0b155ff4be/main.jpg
